bootstrap_series,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,test_time
2,128,0.00032,0.5,18.702411210604946,8823.342770147477,23.062548331142754,0.7966639995574951,217.05728220939636
3,128,0.00436,0.3,19.360255644260707,4559.424263772299,24.522779461498466,0.7821080088615417,218.83119010925293
4,64,0.0004,0.5,14.954058967739172,1237.0780259062599,26.238440190150197,0.8700017929077148,136.4929678440094
