id,hidden_size,learning_rate,dropout,rmse,s-score,mape,r2,training_time
1,224,0.0018787249753397023,0.30000000000000004,25.51834674161134,19140.409665213236,25.055259043608753,0.6696807146072388,521.59743309021
2,224,0.00800571240843147,0.2,22.13678051600615,5519.719748096527,43.47311315810962,0.7514247894287109,507.8904495239258
3,64,1.9252728674465762e-05,0.4,27.046184176883024,11462.644044338354,40.122827450155484,0.6289427876472473,182.03103876113892
4,64,1.9782903565771003e-05,0.1,23.563914559174698,7610.698188861912,39.601734621471266,0.7183409333229065,179.4986593723297
5,96,8.883622564924328e-05,0.4,28.02341177075891,55949.83625446985,35.18575870699986,0.6016443967819214,223.88168811798096
6,96,0.002600659419586933,0.30000000000000004,19.505410607610695,9936.139803624757,21.805553592216974,0.8070080876350403,222.9583613872528
7,224,0.0010103215201632322,0.1,16.34662479756033,1649.2548784149544,20.89219668633878,0.8644545078277588,506.56038784980774
8,96,0.004087085248476759,0.2,15.64542933610015,1839.3252641485747,20.401659574399986,0.8758336901664734,228.90349078178406
9,160,1.877793630054689e-05,0.5,31.521306052122203,74173.9905031299,37.93247547113333,0.49599218368530273,333.06121134757996
10,96,2.368275072966778e-05,0.2,29.575948839711224,33504.473341787794,39.79975063752637,0.5562828183174133,227.77036833763123
11,160,0.00021625545876511663,0.30000000000000004,32.64937501698212,298023.6476451682,29.951704856627014,0.45927226543426514,333.6462709903717
12,64,3.632357492870929e-05,0.30000000000000004,21.342183411152114,5085.637021884091,34.55081274337845,0.7689496874809265,183.5502417087555
13,192,0.004268852140376256,0.5,15.431683673077249,1453.8971186660292,18.46509605641626,0.879203200340271,472.11004662513733
14,160,0.00014924100010449418,0.4,31.118886230012023,146578.04557531563,34.56924382564081,0.5087790489196777,339.73710536956787
15,224,0.0005880355069714469,0.5,26.061134764563622,14297.371322216528,26.298885454206268,0.6554791927337646,528.7534024715424
16,256,0.005634088360690052,0.4,19.817337996602124,4861.728681363389,34.68336251831589,0.8007861375808716,574.8022093772888
17,160,0.0034295151603063235,0.2,27.8175448654032,27389.747315130502,22.801727836973413,0.607475757598877,325.4246356487274
18,224,9.945083816002983e-05,0.4,34.79030521096906,240010.3906789343,36.018151769263554,0.3860325217247009,494.3058252334595
19,32,0.0005267421964507516,0.5,18.53367903506173,2952.728380956329,32.63461822609355,0.8257582783699036,139.80773544311523
20,160,0.000659197047113731,0.30000000000000004,23.835869654455585,11541.844178109865,26.20424955580331,0.711802065372467,320.0662775039673
