bootstrap_series,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,224.0,0.00733,0.5,24.669191350758254,5058.627195864049,52.61831129502587,0.6912984848022461,877.6548655033112
2,224.0,0.00733,0.4,20.85162034790615,2742.711539680088,52.172805033820865,0.7794492840766907,850.754944562912
3,224.0,0.00733,0.3,23.89973147748809,3546.7374195794537,74.65522746785902,0.7102556824684143,858.5010912418365
4,224.0,0.00733,0.1,23.057045035859616,4057.175056479932,55.9144802139798,0.730327844619751,907.3022308349609
5,224.0,0.00055,0.5,19.59244424710805,2488.7815650080083,31.260810990798177,0.8052819967269897,858.23499584198
6,224.0,0.00055,0.4,18.924647749162975,1554.2480016096374,30.27917205810458,0.8183294534683228,884.8199191093445
7,224.0,0.00055,0.3,19.046773472791532,2241.5576628940503,28.873832534934245,0.815977156162262,937.8948233127594
8,224.0,0.00055,0.1,19.328707941863684,4080.7061310174345,30.32175240305422,0.8104889392852783,868.1530425548553
9,224.0,0.00033,0.5,18.848507437331506,1781.0414088093007,32.36051881260451,0.81978839635849,863.082221031189
10,224.0,0.00033,0.4,19.571027195156017,2393.416547153027,30.762051589933343,0.8057074546813965,1454.810229063034
11,224.0,0.00033,0.3,19.868165786910208,2750.903636341228,33.14741997755146,0.7997629642486572,1368.569245815277
12,224.0,0.00033,0.1,18.31825851764139,1958.553356780591,29.297525005923532,0.8297852277755737,1278.9819943904877
13,224.0,0.00013,0.5,19.036290508625957,1904.0810782591689,34.17716405645327,0.8161796927452087,1074.4996194839478
14,224.0,0.00013,0.4,19.15622999546889,1955.9624996507837,34.313548360137005,0.8138560056686401,1009.8430099487305
15,224.0,0.00013,0.3,20.255601694264563,2685.5934935377145,33.52286322917455,0.7918774485588074,973.7675094604492
16,224.0,0.00013,0.1,18.552620748416143,2493.6306331681863,29.808265165597764,0.8254019618034363,946.410902261734
17,192.0,0.00733,0.5,21.390483961284136,3264.472014401407,46.29691047635055,0.7679027318954468,788.1937432289124
18,192.0,0.00733,0.4,19.046528400127077,1908.2194401318095,36.936826060824586,0.8159818649291992,771.9448401927948
19,192.0,0.00733,0.3,26.141881059909142,8590.999296544596,38.78761419347367,0.6533409357070923,738.6574137210846
20,192.0,0.00733,0.1,21.451606089919775,3110.030386038189,50.014964944977905,0.7665743827819824,712.162365436554
21,192.0,0.00055,0.5,18.22495989768886,1511.1414246252937,33.49625584291655,0.8315147161483765,703.0661897659302
22,192.0,0.00055,0.4,18.80648883230168,2521.2681569297406,30.524391604733836,0.8205909729003906,694.1758086681366
23,192.0,0.00055,0.3,20.4831752397353,3443.087707007442,32.51825945908408,0.7871745824813843,677.6117799282074
24,192.0,0.00055,0.1,19.517950944754446,3251.6609556479607,29.92464763171419,0.8067598342895508,687.2359349727631
25,192.0,0.00033,0.5,21.939659946199853,5901.671592168235,32.6650087065881,0.7558320760726929,681.3742127418518
26,192.0,0.00033,0.4,18.784496170506447,1818.1984559106668,28.96600879504147,0.8210103511810303,685.7246248722076
27,192.0,0.00033,0.3,19.5071082586338,2245.2979802605237,31.09957417384378,0.8069745302200317,681.5930721759796
