bootstrap_series,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,96.0,0.0026,0.5,19.08875785035609,1814.6204813049628,43.50597649973321,0.8151650428771973,4729.845380067825
2,96.0,0.0005,0.30000000000000004,20.55810054569427,2746.333319327743,37.99139427403876,0.7856147885322571,3282.8636672496796
3,96.0,0.0001,0.4,26.596603796276202,6332.593680347111,56.340060305444,0.6411762237548828,3457.5206820964813
4,192.0,0.0043,0.30000000000000004,21.603888465416865,2653.9304054001877,40.09887625060523,0.7632485032081604,4577.661030054092
5,64.0,0.0033,0.2,19.54110298346915,1637.145090565326,37.47646869048721,0.8063011765480042,4881.764912843704
6,160.0,0.0022,0.4,20.938986654310064,1954.740281078531,35.610533761639736,0.7775972485542297,4017.0868895053864
7,96.0,0.0081,0.30000000000000004,20.138201251805064,3119.0818507711947,42.28931672307398,0.7942829728126526,4069.671937227249
8,160.0,0.0002,0.2,20.023162399348987,2164.819226399781,43.85145499479396,0.7966265678405762,3855.19761800766
9,256.0,0.0031,0.30000000000000004,21.557206098324176,2361.061499718405,43.68801963375691,0.764270544052124,4422.870878458023
10,64.0,0.0063,0.30000000000000004,21.413761085301186,2339.066453290582,43.758198515975295,0.7673972845077515,5781.533702850342
