bootstrap_series,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,160.0,0.00299,0.4,18.019570716683347,1567.0570714603818,39.057678960335934,0.8352908492088318,466.87826561927795
2,160.0,0.00299,0.3,22.722725996274978,3087.081281978153,36.18488690767207,0.7380914092063904,505.39845991134644
3,160.0,0.00252,0.4,19.702043797324485,2228.6385247080043,34.094305388847914,0.8030973672866821,466.2349736690521
4,160.0,0.00252,0.3,21.262596002608394,2513.1739695809924,32.74430271325443,0.77066969871521,465.0332224369049
5,160.0,0.00099,0.4,19.26276573266943,2275.034502151143,35.50069562103271,0.8117798566818237,424.95896577835083
6,160.0,0.00099,0.3,18.394040981571177,2151.125297774563,29.581546663590842,0.8283739686012268,461.7948067188263
7,160.0,0.00036,0.4,19.139606732490492,2132.4135665696817,31.18051564969725,0.8141789436340332,422.2979669570923
8,160.0,0.00036,0.3,18.4459304369809,2004.5318180542317,30.13359544244557,0.827404260635376,407.7125165462494
9,96.0,0.00299,0.4,20.197352852009093,2286.3529485683202,31.296608531272664,0.7930727005004883,302.2747542858124
10,96.0,0.00299,0.3,18.392480537777242,1913.096477118314,30.915292694478524,0.828403115272522,302.3574035167694
11,96.0,0.00252,0.4,24.559691743843647,7103.9765974383945,31.496392480676654,0.6940329074859619,301.8237142562866
12,96.0,0.00252,0.3,21.808768475015253,2638.9049587100117,36.50686795554195,0.7587367296218872,307.87561988830566
13,96.0,0.00099,0.4,19.19383145326965,2091.5044396257563,36.056922670495965,0.8131245374679565,352.90412640571594
14,96.0,0.00099,0.3,20.92957295355341,2616.0100871194004,43.32855952346273,0.7777971625328064,352.40368247032166
15,96.0,0.00036,0.4,17.992026471042596,1558.326776319214,31.632209160419254,0.8357939720153809,368.03043937683105
16,96.0,0.00036,0.3,19.25904345512806,1960.5437341803959,33.955291793697064,0.8118525743484497,339.5503022670746
17,64.0,0.00299,0.4,17.843441191709093,1655.5552752162405,34.115413936390624,0.8384949564933777,283.9891767501831
18,64.0,0.00299,0.3,19.130742059633484,2162.8315542602313,37.95654390830556,0.8143510818481445,263.1200225353241
19,64.0,0.00252,0.4,18.848542141916745,2084.1042316250187,34.100938060060145,0.8197877407073975,276.04983162879944
20,64.0,0.00252,0.3,18.504400710313007,2146.3872496451236,34.064278129576756,0.8263083696365356,272.2513701915741
21,64.0,0.00099,0.4,18.81582229064198,1937.3958395148484,33.03953628904798,0.8204128742218018,248.3300404548645
22,64.0,0.00099,0.3,18.81702792080803,2194.9921802673357,35.44748253381549,0.8203898668289185,247.1791796684265
23,64.0,0.00036,0.4,19.420094263725026,1801.1700822964992,39.384958999376494,0.8086926937103271,263.63365960121155
24,64.0,0.00036,0.3,18.77051750061039,2274.9287644916135,31.541636594292395,0.8212766647338867,240.14972352981567
