id,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,32,9.999999999999997e-06,0.1,26.917558681992222,25918.685221544292,40.68476813311626,0.6324637532234192,404.2925503253937
2,32,9.999999999999997e-06,0.2,21.53552044716271,3690.577358917394,39.75267158838626,0.7647446393966675,413.435165643692
3,32,9.999999999999997e-06,0.3,23.844502820511682,6736.619025215599,44.81654845425847,0.7115932703018188,401.58398151397705
4,32,9.999999999999997e-06,0.4,21.379704701577477,3367.8133561558443,40.14313969811223,0.7681365609169006,402.2832968235016
5,32,9.999999999999997e-06,0.5,23.37463093199204,6258.8009190072735,42.63204601301652,0.7228477597236633,396.8341054916382
6,32,2.682695795279725e-05,0.1,24.37414701889172,6662.420164644067,46.91237570461564,0.6986385583877563,222.42309403419495
7,32,2.682695795279725e-05,0.2,21.517296820903383,3178.8218604460376,39.61956785877648,0.765142560005188,255.453848361969
8,32,2.682695795279725e-05,0.3,21.266401764302106,3864.5463371169553,33.57759378049768,0.7705875635147095,397.5827360153198
9,32,2.682695795279725e-05,0.4,23.840460822918057,4771.007955780571,42.06737779308576,0.7116910219192505,193.61088800430298
10,32,2.682695795279725e-05,0.5,22.723857778944673,4917.453844098801,33.476717510077215,0.7380653619766235,398.90686559677124
11,32,7.196856730011518e-05,0.1,21.08850139229179,7637.971678228682,28.311904269139575,0.7744097709655762,394.3891444206238
12,32,7.196856730011518e-05,0.2,21.911669973444592,4784.017678019694,29.045633246222778,0.7564546465873718,196.56538915634155
13,32,7.196856730011518e-05,0.3,21.27523280521456,3276.847326949213,30.509174885481276,0.7703970074653625,208.17260265350342
14,32,7.196856730011518e-05,0.4,21.049820265019225,9430.02087883127,31.77352059872461,0.7752365469932556,273.6549620628357
15,32,7.196856730011518e-05,0.5,23.70528406276484,8360.796457320883,41.194960218143144,0.7149511575698853,397.79629397392273
16,32,0.00019306977288832496,0.1,22.734765916182937,16778.40142488949,41.95082889817379,0.7378138303756714,114.30629515647888
17,32,0.00019306977288832496,0.2,26.947355039973026,20711.340800573184,32.055263729651806,0.6316496133804321,178.6145122051239
18,32,0.00019306977288832496,0.3,16.418404254590374,1528.7096774064821,25.077198319111076,0.8632615208625793,404.41046357154846
19,32,0.00019306977288832496,0.4,16.58892599420218,1770.7632096631157,27.33452016551609,0.8604064583778381,400.0432393550873
20,32,0.00019306977288832496,0.5,17.801384175112577,2076.328428383361,29.804930111592405,0.8392553925514221,307.00887417793274
21,32,0.000517947467923121,0.1,14.46248713605399,1153.3985249614834,19.57205559102458,0.8939000964164734,398.6728916168213
22,32,0.000517947467923121,0.2,16.23470141187839,1586.7159807291018,21.949928225514075,0.8663042783737183,395.9591896533966
23,32,0.000517947467923121,0.3,14.889133897137226,1138.0682524423494,24.018167337163778,0.8875478506088257,395.53336238861084
24,32,0.000517947467923121,0.4,14.470183976810404,1050.2083459064418,22.073286168569183,0.893787145614624,395.73568987846375
25,32,0.000517947467923121,0.5,15.121469431388398,1245.9648616156537,25.52748882429689,0.8840109705924988,402.1430857181549
26,32,0.0013894954943731383,0.1,14.807325153083891,1183.511210243081,22.018556417507533,0.8887802362442017,370.7575693130493
27,32,0.0013894954943731383,0.2,14.110341636911219,1024.0643920201344,19.7253045379821,0.8990040421485901,349.65423798561096
28,32,0.0013894954943731383,0.3,14.30207098119832,1076.8365518985474,20.115074771899852,0.896240770816803,406.43856501579285
29,32,0.0013894954943731383,0.4,14.290056689207505,1131.2502459097616,20.737704367454928,0.8964149951934814,384.9152867794037
30,32,0.0013894954943731383,0.5,14.276333033537835,999.7811991873004,21.383980781290976,0.8966138958930969,457.24208641052246
31,32,0.0037275937203149418,0.1,14.21803455371385,1127.7784663410466,21.46458955554652,0.8974565267562866,468.944655418396
32,32,0.0037275937203149418,0.2,14.733430835476758,1242.6444062660344,20.271327464509035,0.8898875117301941,279.60753774642944
33,32,0.0037275937203149418,0.3,15.019625015666834,1200.7955781575934,18.375787704126736,0.8855681419372559,393.95520639419556
34,32,0.0037275937203149418,0.4,14.459665952943881,1121.5594530477606,19.774921407397713,0.8939415216445923,267.1414804458618
35,32,0.0037275937203149418,0.5,14.442862184953107,1318.7746540704552,18.259438186593822,0.894187867641449,413.8955190181732
36,32,0.010000000000000004,0.1,15.343608850717784,1434.8392747501794,21.35110350060471,0.8805781006813049,405.59515714645386
37,32,0.010000000000000004,0.2,13.803696722925983,1095.343497170934,19.258411922480214,0.903346061706543,380.9465618133545
38,32,0.010000000000000004,0.3,16.763950057796134,2119.3190673179,31.48789386574568,0.8574452996253967,237.24686932563782
39,32,0.010000000000000004,0.4,14.595350300927956,1237.3942899426047,21.723163564562114,0.8919417858123779,204.78273010253906
40,32,0.010000000000000004,0.5,15.727425058933388,1232.0469423681589,28.94788060931901,0.8745287656784058,253.28692030906677
41,64,9.999999999999997e-06,0.1,26.132777440573225,8150.3527807029195,34.44236775556614,0.6535823345184326,485.89347982406616
42,64,9.999999999999997e-06,0.2,29.663917995445882,51285.7841517249,41.419924152979306,0.55363929271698,491.4996347427368
43,64,9.999999999999997e-06,0.3,23.99759013097147,5952.999968328098,34.722484672253266,0.7078781127929688,497.1279935836792
44,64,9.999999999999997e-06,0.4,25.34637894751834,10418.581936556438,33.48992878614815,0.6741178035736084,495.8918333053589
45,64,9.999999999999997e-06,0.5,23.575152586773477,4239.036598555042,40.225704947080956,0.7180721759796143,401.5116744041443
46,64,2.682695795279725e-05,0.1,21.816205483571235,4615.6694771064185,29.424703049918545,0.7585722208023071,502.6761283874512
47,64,2.682695795279725e-05,0.2,22.94499769319671,6836.220635256812,34.72017207053579,0.7329424619674683,322.67658829689026
48,64,2.682695795279725e-05,0.3,23.570559684037484,5557.089735283045,47.54557741645362,0.7181820869445801,223.15330958366394
49,64,2.682695795279725e-05,0.4,22.923061345120622,5032.276865088303,30.104084411215222,0.7334527969360352,506.89474296569824
50,64,2.682695795279725e-05,0.5,25.150605897595007,10381.339325971732,37.862996494508806,0.6791324615478516,320.1896507740021
51,64,7.196856730011518e-05,0.1,26.159180874439347,7924.354479635952,46.58969560733612,0.6528819799423218,163.09849309921265
52,64,7.196856730011518e-05,0.2,22.188478211307494,7290.050431378837,30.056715880550723,0.750262439250946,285.849027633667
