id,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,32.0,0.0014902508132939051,0.1,17.684083426647394,2414.952641692619,26.666928729281757,0.8413668274879456,752.7294924259186
2,96.0,0.001718182915904727,0.30000000000000004,17.252562401679008,2468.800589077427,23.085711152198353,0.8490142226219177,848.3259334564209
3,192.0,0.0012119818613386167,0.2,18.06533822856633,2670.458922155409,27.8070835815466,0.8344531059265137,1021.4305167198181
4,192.0,0.002275467378170132,0.30000000000000004,17.51372316977684,2494.8812423322634,30.766259996774643,0.8444085121154785,879.1395869255066
5,256.0,0.002896561103289337,0.4,19.467227098593245,3716.8864657884114,28.06636676753817,0.8077629804611206,953.9156005382538
6,96.0,0.0005243721220959248,0.2,19.112383501934026,3094.2812864740936,28.23062131003785,0.8147071599960327,836.0614664554596
7,128.0,0.002052398785970284,0.2,17.36501283196465,2511.8091559186714,23.868607641890137,0.8470395803451538,860.5868957042694
8,128.0,0.0020528878219973983,0.1,17.252396126890336,1774.2913856374576,26.329228867856113,0.8490171432495117,865.9366853237152
9,160.0,0.0037910205275424164,0.30000000000000004,18.52678823553124,3123.9476307489185,31.674610503285685,0.8258877992630005,731.1491322517395
10,96.0,0.0047793871200663175,0.4,19.617238836551707,4114.424719230015,30.030566699007228,0.8047888278961182,872.0106987953186
11,96.0,0.005750579401997234,0.4,18.94655682125012,2572.3281180401073,31.766673611742185,0.8179085850715637,889.4808061122894
12,96.0,0.005231907504446153,0.2,17.97992179879059,2999.894542660473,24.469955294878662,0.8360148668289185,920.5027375221252
13,32.0,0.0012706438990158508,0.4,19.153052406963916,3355.55329740266,34.002835599409856,0.8139178156852722,852.3518869876862
14,32.0,0.003928663381099311,0.4,17.846875239395462,2297.2576313944564,30.81904645462798,0.838432788848877,617.8429837226868
15,128.0,0.0023430760467587027,0.2,17.93416678797502,2778.81905528085,24.971919786183335,0.8368484377861023,856.2101736068726
16,256.0,0.0021347743621003383,0.4,17.425194996162794,2748.2696342661147,24.756045117601293,0.8459774851799011,895.1958274841309
17,96.0,0.0019881850129202018,0.30000000000000004,18.334122426939764,3098.781699712753,26.984739312218707,0.8294903039932251,795.7442688941956
18,160.0,0.001615606973987639,0.4,18.564492475135832,3026.3425210007504,27.97584312917538,0.8251784443855286,851.0343382358551
19,32.0,0.0014875586788886618,0.30000000000000004,18.995972055825497,3264.5671815259902,28.561260211562356,0.8169574737548828,875.6634056568146
20,160.0,0.004206017126381392,0.30000000000000004,19.97652507207092,4456.65232061795,33.03482613049892,0.7975728511810303,918.0823879241943
