id,hidden_size,learning_rate,dropout,rmse,s_score,mape,r2,training_time
1,32,9.999999999999997e-06,0.1,27.820545706453366,10427.080926578008,61.85895867279536,0.5500643849372864,89.96706128120422
2,32,9.999999999999997e-06,0.2,24.35835333468849,7948.602689259588,66.72837546922445,0.6550827026367188,84.57187128067017
3,32,9.999999999999997e-06,0.3,30.14375639628432,30019.676258035375,98.31582803388336,0.47178125381469727,85.51329517364502
4,32,9.999999999999997e-06,0.4,24.853979759620653,6322.281561906329,71.8655357982483,0.640903651714325,89.29332685470581
5,32,9.999999999999997e-06,0.5,27.075835162122825,9882.853388384787,63.14702105082397,0.5738301277160645,150.37308764457703
6,32,2.682695795279725e-05,0.1,22.56732101272599,4728.224669630725,44.34226128907548,0.7039404511451721,165.01730489730835
7,32,2.682695795279725e-05,0.2,19.85731599300105,2531.8721039433935,40.02014340361023,0.7707759141921997,146.30395364761353
8,32,2.682695795279725e-05,0.3,21.399019151582237,3445.7027015955505,40.50347755659959,0.7338007688522339,139.77609395980835
9,32,2.682695795279725e-05,0.4,21.53172382636454,3264.9070085531384,35.91046324650395,0.7304888963699341,146.1659276485443
10,32,2.682695795279725e-05,0.5,22.73538927794695,4549.717551893975,38.72078184269838,0.6995142698287964,144.84457516670227
11,32,7.196856730011518e-05,0.1,18.336507157151644,3542.0051181115764,28.40407538181195,0.8045424818992615,171.32900261878967
12,32,7.196856730011518e-05,0.2,20.735917057623414,2458.6183902920275,37.954825967544046,0.7500428557395935,129.3670916557312
13,32,7.196856730011518e-05,0.3,18.70317060457215,2166.81029939833,29.783941093984218,0.7966474890708923,154.50609683990479
14,32,7.196856730011518e-05,0.4,19.8988361297464,7015.819850241811,30.56670011091061,0.7698163390159607,144.18123483657837
15,32,7.196856730011518e-05,0.5,23.979679228602514,8306.5442884302,40.34565849556863,0.6657235026359558,162.57209038734436
16,32,0.00019306977288832496,0.1,16.259607783879723,1951.59135957638,25.83547817451408,0.8463122844696045,187.65877437591553
17,32,0.00019306977288832496,0.2,23.67269155563138,9371.269863704209,36.04601192154501,0.6742275953292847,148.02451181411743
18,32,0.00019306977288832496,0.3,15.98210059310373,1467.2993785165345,26.62763649297809,0.8515135645866394,163.23449110984802
19,32,0.00019306977288832496,0.4,22.57069427426073,5649.597006258658,33.018225650054475,0.7038519382476807,144.45768284797668
20,32,0.00019306977288832496,0.5,16.14028728080202,1355.434988221023,29.976431971285205,0.8485596179962158,141.51275658607483
21,32,0.000517947467923121,0.1,14.642294190916187,1351.5526541610232,21.84297462482716,0.8753657341003418,144.34077644348145
22,32,0.000517947467923121,0.2,15.813382791440768,2178.2478576009244,23.665947530464766,0.8546320199966431,150.00921964645386
23,32,0.000517947467923121,0.3,15.350358495050845,1651.5880140917368,23.455795551875926,0.8630203008651733,148.07277941703796
24,32,0.000517947467923121,0.4,14.50594868593343,1092.0657173505654,23.563577632634466,0.8776760697364807,148.32764291763306
25,32,0.000517947467923121,0.5,16.02238966472325,1654.64803412925,28.871968337266917,0.8507639765739441,149.24311995506287
26,32,0.0013894954943731383,0.1,14.748589483316293,1185.2309875931437,20.48640544509869,0.8735496401786804,141.8418698310852
27,32,0.0013894954943731383,0.2,13.049841348719765,849.8480382335074,20.358325327345362,0.9010012745857239,147.5515615940094
28,32,0.0013894954943731383,0.3,13.612522351921013,858.2901444551942,23.234011390676525,0.8922800421714783,144.02782130241394
29,32,0.0013894954943731383,0.4,14.065421340838189,1373.975000067483,21.0047305372655,0.8849929571151733,163.1879620552063
30,32,0.0013894954943731383,0.5,13.547661678269735,898.8300639596091,24.346903908760336,0.8933041095733643,152.00311422348022
31,32,0.0037275937203149418,0.1,13.527795926895694,995.0749825987034,19.719705935548944,0.893616795539856,144.83593106269836
32,32,0.0037275937203149418,0.2,13.194796994561825,883.4891240502081,20.646947614759632,0.8987897634506226,141.24153184890747
33,32,0.0037275937203149418,0.3,13.21972815627529,873.2885969102942,22.81615121411194,0.8984069228172302,140.10664892196655
34,32,0.0037275937203149418,0.4,12.646198379330809,748.3497580856299,20.115255559990377,0.9070308208465576,150.37346076965332
35,32,0.0037275937203149418,0.5,13.225419090996565,801.6080391680566,25.7354039893113,0.8983194231987,150.66845798492432
36,32,0.010000000000000004,0.1,14.723974501101566,1324.5531057440194,24.562011871210046,0.8739713430404663,143.62668085098267
37,32,0.010000000000000004,0.2,13.895729447734821,1192.8509273085742,24.33400430901367,0.8877511620521545,158.3070478439331
38,32,0.010000000000000004,0.3,14.400658232481385,1134.0188128353757,27.01376805197763,0.8794454336166382,149.9290211200714
39,32,0.010000000000000004,0.4,15.187255364501967,1237.2350385814748,33.37624612481063,0.8659157752990723,151.08411502838135
40,32,0.010000000000000004,0.5,16.232173328312186,1683.6165777411175,38.43669871681804,0.8468304872512817,137.03206086158752
41,64,9.999999999999997e-06,0.1,27.63216119876011,8335.05780868635,55.50996504714888,0.556137204170227,183.54011011123657
42,64,9.999999999999997e-06,0.2,27.576374947504426,9038.70016436305,58.06048472313944,0.5579276084899902,196.83391189575195
43,64,9.999999999999997e-06,0.3,24.960938241552128,5933.627020448355,50.00736863183934,0.6378062963485718,186.93452620506287
44,64,9.999999999999997e-06,0.4,24.707434298648145,5276.941754708001,52.24850416481404,0.6451258659362793,187.5698802471161
45,64,9.999999999999997e-06,0.5,23.23677559760137,4097.125600146299,50.42460385826547,0.6861148476600647,167.8717122077942
46,64,2.682695795279725e-05,0.1,23.693685437219408,13194.573335416546,36.01603198300193,0.6736494898796082,186.1326732635498
47,64,2.682695795279725e-05,0.2,20.806709361999605,4289.264000245641,33.17935830518196,0.748333215713501,171.96189093589783
48,64,2.682695795279725e-05,0.3,21.244515615511403,4870.215413783937,35.56187537162284,0.7376308441162109,176.21157956123352
49,64,2.682695795279725e-05,0.4,22.14299652934713,5624.660688053483,33.64545773264228,0.7149691581726074,173.25521063804626
50,64,2.682695795279725e-05,0.5,22.641928139938987,6329.547613481095,35.22109483040647,0.7019796371459961,161.67204189300537
51,64,7.196856730011518e-05,0.1,23.549785989088438,20939.36394693555,29.09332556154164,0.6776014566421509,177.67328000068665
52,64,7.196856730011518e-05,0.2,20.73716963893739,5088.706161066546,28.08153069069914,0.7500126361846924,182.67801451683044
53,64,7.196856730011518e-05,0.3,22.79706148921853,9884.041888731947,30.096015081350743,0.697881817817688,170.79759240150452
54,64,7.196856730011518e-05,0.4,21.66443952689417,5497.264338487401,29.868940688631646,0.7271562218666077,189.73656368255615
55,64,7.196856730011518e-05,0.5,24.340495271353586,12733.400770829332,31.885066183183152,0.6555882692337036,181.3954975605011
56,64,0.00019306977288832496,0.1,17.95107570703892,3729.415054280509,27.830007672859136,0.8126731514930725,177.03490543365479
57,64,0.00019306977288832496,0.2,17.66028256599888,5808.212179078771,27.29656588200963,0.8186930418014526,177.86670207977295
58,64,0.00019306977288832496,0.3,19.920972086062836,8583.426280044016,27.7257229479413,0.7693039178848267,173.0879156589508
59,64,0.00019306977288832496,0.4,18.849385068521652,5461.67012366734,29.826579933349013,0.7934556007385254,186.2545187473297
60,64,0.00019306977288832496,0.5,24.62828569836661,14788.623652133916,38.654716961382626,0.6473958492279053,124.28208208084106
61,64,0.000517947467923121,0.1,14.739158988424034,1311.6827583846177,21.273062172713207,0.8737112879753113,183.05707550048828
62,64,0.000517947467923121,0.2,14.924844281043496,1388.13521417002,22.581179252055815,0.8705092668533325,189.58979487419128
63,64,0.000517947467923121,0.3,14.274878763566067,1248.5054018636129,22.32518228175807,0.8815421462059021,163.59409070014954
64,64,0.000517947467923121,0.4,16.392825735203274,2118.6786458124784,24.304813923825233,0.8437835574150085,169.0373547077179
65,64,0.000517947467923121,0.5,14.610730377025021,1329.9274838042315,24.64902266491125,0.875902533531189,169.73849773406982
66,64,0.0013894954943731383,0.1,13.160310778756903,968.3436072622756,20.499357227031677,0.8993180990219116,180.10703301429749
67,64,0.0013894954943731383,0.2,15.568093531451554,1174.95278026415,20.006080039177792,0.8591068387031555,195.4352571964264
