hidden_size,learning_rate,dropout,rmse,training_time,bootstrap_series,s_score,mape,r2
160.0,0.0031904191649447,0.3,23.967028836977033,259.98017144203186,67.0,7579.90670086305,25.358583765615723,0.666076123714447
160.0,0.0031904191649447,0.2,12.642816014020324,258.6051697731018,68.0,793.2573822449033,18.767357297706212,0.9070805311203003
160.0,0.0028687567048687,0.5,13.083065787059683,253.7969410419464,69.0,790.7034333437437,22.2029238601671,0.9004965424537659
160.0,0.0028687567048687,0.4,13.305910742833793,253.32395315170288,70.0,964.4376381127964,18.403954535786113,0.8970779776573181
160.0,0.0028687567048687,0.3,12.976387963674656,251.73029804229736,71.0,824.6310585198347,16.82629360920566,0.902112603187561
160.0,0.0028687567048687,0.2,16.71494082342426,246.396710395813,72.0,4382.288956519571,18.314768287636927,0.8375840187072754
160.0,0.0019272351084523,0.5,21.947703084947854,244.30930399894714,73.0,8522.331819461588,21.37334932180008,0.7199747562408447
160.0,0.0019272351084523,0.4,12.328553649432738,239.54565954208374,74.0,696.3831310057765,16.990782043505458,0.9116424918174744
160.0,0.0019272351084523,0.3,25.730710362902546,238.77802681922913,75.0,22340.46944840424,21.310714163803702,0.6151224374771118
160.0,0.0019272351084523,0.2,12.962895294404069,239.50967288017273,76.0,888.3766220728326,18.06620392839057,0.9023160934448242
160.0,0.0012574139913228,0.5,19.951398571309056,253.32538843154907,77.0,4284.270697998312,21.503742483465846,0.7685986757278442
160.0,0.0012574139913228,0.4,23.873656507573244,238.3623752593994,78.0,10173.896337336833,21.155711456618302,0.6686729192733765
160.0,0.0012574139913228,0.3,23.132301109908862,234.53661060333252,79.0,10194.085021947165,22.32299136848614,0.6889309883117676
160.0,0.0012574139913228,0.2,18.294940849881513,232.53089213371277,80.0,2892.4858022015596,20.007474844026998,0.8054276704788208
160.0,0.0009439185187258,0.5,17.600201698413763,218.83470606803894,81.0,2056.199492580196,20.905816612525022,0.8199245929718018
160.0,0.0009439185187258,0.4,17.875388891370324,221.00599074363708,82.0,3454.2816396051694,19.859833197565298,0.8142494559288025
160.0,0.0009439185187258,0.3,17.321262269135524,223.2462100982666,83.0,2082.4361603308353,19.36020894699754,0.825587272644043
160.0,0.0009439185187258,0.2,17.700035798758122,226.29513931274414,84.0,3169.423714280163,20.104563548185393,0.8178759217262268
160.0,0.0008350565386705,0.5,18.162248621518003,226.67951774597168,85.0,3134.9673419794567,19.00811002806585,0.8082398772239685
160.0,0.0008350565386705,0.4,18.21512632120395,219.0649824142456,86.0,2700.397241679547,20.69607524684094,0.8071216344833374
160.0,0.0008350565386705,0.3,16.344354669764183,220.5712320804596,87.0,2321.492452223431,20.847748294066875,0.8447059988975525
160.0,0.0008350565386705,0.2,15.630224186820062,219.37096643447876,88.0,1557.9743640637853,19.85016363511901,0.8579800128936768
160.0,0.0006528345899777,0.5,22.786292497339836,217.8577811717987,89.0,7263.917885437706,22.04393988581399,0.6981672048568726
160.0,0.0006528345899777,0.4,18.943972008582282,217.9457769393921,90.0,2456.2680634732696,23.46186579953022,0.7913774847984314
160.0,0.0006528345899777,0.3,14.139572764157604,219.2170124053955,91.0,1196.5048227782722,19.539032350790496,0.8837771415710449
160.0,0.0006528345899777,0.2,20.79289822263984,218.58094692230225,92.0,4919.512204650784,21.724171181411165,0.7486672401428223
160.0,0.0005136917971808,0.5,16.14708095349922,217.4908926486969,93.0,1717.0984982668508,22.858549056070597,0.8484321236610413
160.0,0.0005136917971808,0.4,14.344831816909378,218.8390407562256,94.0,1254.2206336271552,19.841365254236244,0.8803783059120178
160.0,0.0005136917971808,0.3,19.026871995179945,217.22322988510132,95.0,3107.2479431728616,22.11384339656749,0.7895475625991821
160.0,0.0005136917971808,0.2,12.956861375716983,218.9272701740265,96.0,824.1066866132146,17.721829624415005,0.9024069905281067
160.0,0.0004199950750038,0.5,15.001727065201926,228.30301785469055,97.0,1478.9012061992703,20.964779200858853,0.8691717386245728
160.0,0.0004199950750038,0.4,14.963599795261938,230.50897431373596,98.0,1451.2031984814985,20.473687483016736,0.8698358535766602
160.0,0.0004199950750038,0.3,14.21632988202278,230.2581865787506,99.0,1370.7333042424714,19.96422907190423,0.8825118541717529
160.0,0.0004199950750038,0.2,14.0762222726675,231.70269799232483,100.0,1287.8500990219636,20.720284515903348,0.8848162293434143
160.0,0.0003961709752902,0.5,14.400734981914438,233.3486683368683,101.0,1321.2053127582326,21.689048109386448,0.8794441223144531
160.0,0.0003961709752902,0.4,13.779205165389806,231.77719616889954,102.0,1080.542537380428,21.212168965411475,0.8896258473396301
160.0,0.0003961709752902,0.3,23.22132133777598,233.35665941238403,103.0,7832.1504473372415,25.109848503854593,0.686532199382782
160.0,0.0003961709752902,0.2,15.960884953459582,232.03103971481323,104.0,2061.5849666998324,19.708547119937517,0.85190749168396
128.0,0.0075294956296533,0.5,13.318790091968165,177.80791306495667,105.0,899.2861012255839,19.34360091738302,0.8968786001205444
128.0,0.0075294956296533,0.4,16.642334205023726,176.03503131866455,106.0,3221.7273873794993,20.089928526664334,0.8389919400215149
128.0,0.0075294956296533,0.3,29.22915605589202,176.91739463806152,107.0,91430.62691341575,23.467037554312302,0.5033485889434814
128.0,0.0075294956296533,0.2,12.609218618475735,182.93461298942566,108.0,784.2885716435982,18.320176679630666,0.9075737595558167
128.0,0.0044111853261593,0.5,23.57827994888632,175.68938970565796,109.0,11466.012777196007,25.307235569524988,0.6768208742141724
128.0,0.0044111853261593,0.4,24.294480588543813,177.30107641220093,110.0,11052.455182171469,24.75707723540714,0.6568892598152161
128.0,0.0044111853261593,0.3,19.83281566113317,176.2846200466156,111.0,5755.345772212687,21.17353232214946,0.7713412046432495
128.0,0.0044111853261593,0.2,20.701852850687843,175.71226453781128,112.0,4312.4129351175425,20.522338254902664,0.7508634328842163
128.0,0.0036328834443756,0.5,13.539328011801217,175.4276692867279,113.0,1223.465907822852,18.906828111019543,0.8934352993965149
128.0,0.0036328834443756,0.4,12.82234983487675,176.34033012390137,114.0,812.5949143026564,20.313536452612016,0.9044228196144104
128.0,0.0036328834443756,0.3,21.184344099444967,170.85986495018005,115.0,5034.396139792136,22.921148453843383,0.7391149997711182
128.0,0.0036328834443756,0.2,15.987937923296027,234.37439632415771,116.0,1515.3788200030754,17.896945797286474,0.8514050841331482
128.0,0.0031904191649447,0.5,22.971127529485173,229.875718832016,117.0,10980.826280179353,21.86025670556612,0.6932505965232849
128.0,0.0031904191649447,0.4,15.185896850483301,225.2953338623047,118.0,1361.996821483007,20.74705891061643,0.865939736366272
128.0,0.0031904191649447,0.3,24.007898700546455,224.27143597602844,119.0,10717.5765984748,21.0796942525489,0.6649363040924072
128.0,0.0031904191649447,0.2,14.398521933246602,220.13644075393677,120.0,1090.9636446704587,18.62136066394152,0.8794811367988586
128.0,0.0028687567048687,0.5,14.154403271391939,213.98000860214233,121.0,1484.7383064500348,21.565483489415325,0.8835331797599792
128.0,0.0028687567048687,0.4,17.20333729520609,214.67121005058289,122.0,4889.84464426301,20.832257367137313,0.8279540538787842
128.0,0.0028687567048687,0.3,15.048090149031458,209.19268083572388,123.0,3139.362284545451,19.76147781948162,0.8683618307113647
128.0,0.0028687567048687,0.2,12.808115576828268,207.98363161087036,124.0,787.6040108966961,18.81886925395845,0.9046348929405212
128.0,0.0019272351084523,0.5,14.537756367690335,206.55897116661072,125.0,918.5978642341389,20.052232530098212,0.8771390318870544
128.0,0.0019272351084523,0.4,13.633832339805616,204.05761528015137,126.0,860.8637810336777,17.78150850520996,0.8919425010681152
128.0,0.0019272351084523,0.3,24.703048046540253,197.57814621925354,127.0,24227.681469864165,21.94906524448034,0.6452518701553345
128.0,0.0019272351084523,0.2,12.678748650666947,194.14966773986816,128.0,801.565868215315,18.156099793461163,0.9065515995025635
128.0,0.0012574139913228,0.5,13.790390848314,192.51356029510498,129.0,911.854736291293,19.50414067181462,0.8894465565681458
128.0,0.0012574139913228,0.4,22.942552398096485,189.349200963974,130.0,10189.367069037493,21.016836070867427,0.6940132975578308
128.0,0.0012574139913228,0.3,21.398275119979722,186.4257390499115,131.0,5655.461000813695,20.41075024109584,0.7338192462921143
128.0,0.0012574139913228,0.2,15.274620120234301,186.5547685623169,132.0,1713.567714592622,19.013240237902522,0.8643686771392822
128.0,0.0009439185187258,0.5,21.398641353157554,187.86813592910767,133.0,7326.090831133528,22.263001689033445,0.7338101863861084
128.0,0.0009439185187258,0.4,20.11453100750891,187.41200518608093,134.0,4610.489307098058,25.018650755355093,0.7647991180419922
128.0,0.0009439185187258,0.3,23.758492728842235,184.6978669166565,135.0,10940.203290507188,21.29768424270467,0.6718617677688599
128.0,0.0009439185187258,0.2,16.879878505975213,183.2027063369751,136.0,2287.19977862165,21.17339562807507,0.8343628644943237
128.0,0.0008350565386705,0.5,19.613340072163368,183.7555890083313,137.0,4284.128531555889,20.52121461626809,0.7763740420341492
128.0,0.0008350565386705,0.4,20.07886293858463,182.4363305568695,138.0,4510.312303460033,22.57701977084019,0.7656325101852417
128.0,0.0008350565386705,0.3,22.45540652291084,181.58412504196167,139.0,7484.700560087773,24.051940423322065,0.7068695425987244
128.0,0.0008350565386705,0.2,15.463377972435655,182.46336793899536,140.0,1629.4405191751964,19.833076409764562,0.8609958291053772
128.0,0.0006528345899777,0.5,15.082280240867059,180.19456315040588,141.0,1148.015223348557,19.52877761358732,0.8677629828453064
128.0,0.0006528345899777,0.4,13.35243312245779,178.72642517089844,142.0,888.5219963728322,21.017594002518905,0.896356999874115
128.0,0.0006528345899777,0.3,12.750748384053507,180.18608927726746,143.0,771.2815577745448,17.764916594307874,0.9054872393608093
128.0,0.0006528345899777,0.2,14.364793351306497,179.963960647583,144.0,1141.7001094973784,20.64207907214887,0.8800451755523682
128.0,0.0005136917971808,0.5,13.563390312728071,178.77361512184143,145.0,985.9962112677299,18.200417907675398,0.8930562138557434
128.0,0.0005136917971808,0.4,14.430213819424651,179.11362195014954,146.0,1346.2274659291875,20.171690896054045,0.8789500594139099
128.0,0.0005136917971808,0.3,17.290565387278264,180.48521780967712,147.0,2830.8280927925316,22.10099018647859,0.8262048959732056
128.0,0.0005136917971808,0.2,13.951491732698688,179.09670567512512,148.0,1034.5646987695577,23.080498562626296,0.8868484497070312
128.0,0.0004199950750038,0.5,16.864592392482002,179.53780698776245,149.0,2392.4330883611274,25.136392242070997,0.8346627354621887
128.0,0.0004199950750038,0.4,14.203864421966616,180.93824934959412,150.0,1252.1428470738156,20.897592077103585,0.8827177882194519
128.0,0.0004199950750038,0.3,14.17327902192861,178.02613496780396,151.0,1001.9894346094115,19.695174705603083,0.8832223415374756
128.0,0.0004199950750038,0.2,14.702183959930263,175.22264862060547,152.0,1497.2267232103925,20.246085023812576,0.8743441104888916
128.0,0.0003961709752902,0.5,15.984786342958584,172.40451908111572,153.0,3840.2177177264384,23.342774346523097,0.8514636754989624
128.0,0.0003961709752902,0.4,16.422628541497737,175.25689244270325,154.0,2098.0170814254725,23.51310630420021,0.8432149887084961
128.0,0.0003961709752902,0.3,15.225280379557868,171.08252477645874,155.0,1655.606362036954,23.003633404698213,0.8652434945106506
128.0,0.0003961709752902,0.2,14.215394428851889,179.33853101730347,156.0,1164.6013300850752,20.284568161100918,0.8825272917747498
96.0,0.0075294956296533,0.5,12.761711921440678,150.4234869480133,157.0,715.526691093806,25.007876195451097,0.9053246378898621
96.0,0.0075294956296533,0.4,17.834039250010893,150.12080597877502,158.0,1963.859187072632,21.93818679971086,0.8151078224182129
96.0,0.0075294956296533,0.3,23.384123370421218,150.8467378616333,159.0,13179.74363706396,21.585506659771223,0.6821214556694031
96.0,0.0075294956296533,0.2,22.888796938134266,148.09228920936584,160.0,7559.906548558946,24.356361110943865,0.6954455375671387
96.0,0.0044111853261593,0.5,13.385450261740756,148.66618037223816,161.0,945.5776071271239,18.765458605457663,0.8958438038825989
96.0,0.0044111853261593,0.4,13.974637770372151,150.01518511772156,162.0,1295.118496582223,19.691838000371664,0.8864727020263672
96.0,0.0044111853261593,0.3,12.774971961959034,150.4552788734436,163.0,805.9484876310984,17.450741055891996,0.905127763748169
96.0,0.0044111853261593,0.2,14.167265210305036,149.4143409729004,164.0,1083.6876858967664,17.784514446350975,0.8833214044570923
96.0,0.0036328834443756,0.5,14.62652092569245,147.15305852890015,165.0,1152.296492406444,18.361033012051482,0.8756341338157654
96.0,0.0036328834443756,0.4,12.58722471877025,150.6224992275238,166.0,767.7278759754662,17.350376562264188,0.9078958630561829
96.0,0.0036328834443756,0.3,12.996931458680502,149.16270446777344,167.0,844.4245022432999,18.079144745444705,0.9018024206161499
96.0,0.0036328834443756,0.2,12.95653139986319,150.02928566932678,168.0,871.7198726112911,18.05295074830698,0.902411937713623
96.0,0.0031904191649447,0.5,12.752538861903128,149.7957980632782,169.0,860.3632765942618,18.810441302655377,0.9054607152938843
96.0,0.0031904191649447,0.4,12.930230331984125,149.06479334831238,170.0,882.1442609610772,19.953490489829736,0.9028077721595764
96.0,0.0031904191649447,0.3,15.271126055082515,146.91555500030518,171.0,1462.5653020951663,17.896985098141506,0.8644307255744934
96.0,0.0031904191649447,0.2,15.223618354692164,147.59402084350586,172.0,1256.2938531298141,18.965056110564955,0.8652729392051697
96.0,0.0028687567048687,0.5,16.29727773685948,149.8529191017151,173.0,1420.4649741015942,19.859295561448352,0.8455992937088013
96.0,0.0028687567048687,0.4,14.001315292017942,148.32980227470398,174.0,1184.0563254701963,19.920020537662847,0.8860388994216919
96.0,0.0028687567048687,0.3,13.760160497195052,149.70198726654053,175.0,1000.4594109645536,18.477844928847986,0.8899307250976562
96.0,0.0028687567048687,0.2,15.286880767213969,157.03061509132385,176.0,1255.5566927734221,22.182391435546865,0.864150881767273
96.0,0.0019272351084523,0.5,20.23412341994429,158.1298372745514,177.0,10568.286703942993,20.557312520951864,0.7619940042495728
96.0,0.0019272351084523,0.4,12.603886088094814,155.11690711975098,178.0,788.2079204971674,18.789906497864955,0.9076519012451172
96.0,0.0019272351084523,0.3,13.104812301717741,155.99386715888977,179.0,832.8428409336329,17.329032846850808,0.9001654982566833
96.0,0.0019272351084523,0.2,15.529749758898332,155.90491724014282,180.0,2459.9870201155018,18.652295183987892,0.8597999811172485
96.0,0.0012574139913228,0.5,16.429332299899087,156.02262425422668,181.0,1478.4705190840052,17.555160114312702,0.8430870175361633
96.0,0.0012574139913228,0.4,15.348706785173597,156.00780129432678,182.0,1582.735482487339,17.372161752743555,0.8630498051643372
96.0,0.0012574139913228,0.3,13.465198817909085,152.07939314842224,183.0,1032.9437962475263,19.150346579089845,0.8945990204811096
96.0,0.0012574139913228,0.2,13.48598731451755,342.6520493030548,184.0,873.1446119337727,18.980195210861115,0.8942733407020569
96.0,0.0009439185187258,0.5,13.416209403856232,357.9483952522278,185.0,961.7152575958925,20.583562396433187,0.8953645825386047
96.0,0.0009439185187258,0.4,20.442144215211435,354.1087498664856,186.0,4263.779701465833,21.215772059651368,0.7570751309394836
96.0,0.0009439185187258,0.3,13.053701331075812,347.5171229839325,187.0,777.424624228638,18.106456312018246,0.9009426832199097
96.0,0.0009439185187258,0.2,12.82613423714969,333.6496367454529,188.0,799.3948085620682,19.62789059019873,0.9043663740158081
96.0,0.0008350565386705,0.5,13.542468053843221,327.9536154270172,189.0,938.3025808979177,20.328410967354987,0.8933858871459961
96.0,0.0008350565386705,0.4,13.845317345002611,323.0393097400665,190.0,899.2157811862485,21.654481869711283,0.8885641694068909
96.0,0.0008350565386705,0.3,15.678801487635702,318.5569758415222,191.0,1758.5765133416976,21.30216358279668,0.8570958375930786
96.0,0.0008350565386705,0.2,13.94728613064038,299.5418875217438,192.0,1028.378944681244,21.103691402109977,0.8869166970252991
96.0,0.0006528345899777,0.5,15.524615367874913,297.92226457595825,193.0,1230.9633668816186,22.081874650401474,0.859892725944519
96.0,0.0006528345899777,0.4,13.646020103893973,303.23088574409485,194.0,1076.8288467319726,18.90586550367866,0.8917492032051086
96.0,0.0006528345899777,0.3,13.63502876871997,303.2960937023163,195.0,1050.5599230290406,19.10228871256575,0.8919234871864319
96.0,0.0006528345899777,0.2,14.949921132710783,289.7133586406708,196.0,1504.8288410617636,21.516386720489695,0.8700737357139587
96.0,0.0005136917971808,0.5,13.81043412298432,298.7316315174103,197.0,1041.4626804148436,20.361616434063844,0.8891249895095825
96.0,0.0005136917971808,0.4,13.988354057181203,297.6770565509796,198.0,1156.7067904540777,19.331937393850453,0.8862497806549072
96.0,0.0005136917971808,0.3,15.25980650792417,286.85626101493835,199.0,1612.219833753466,22.44641973788129,0.8646316528320312
96.0,0.0005136917971808,0.2,14.27197711329473,283.8292589187622,200.0,1298.7026811857754,20.25053266167385,0.8815902471542358
96.0,0.0004199950750038,0.5,15.693856213331719,284.2764039039612,201.0,1755.7684688238216,25.182020659734,0.8568212985992432
96.0,0.0004199950750038,0.4,16.1944178756367,284.71833062171936,202.0,2209.561908714669,23.629066995384427,0.8475421667098999
96.0,0.0004199950750038,0.3,14.79753640414383,270.6393229961395,203.0,1423.8773274486282,22.340292547446484,0.8727089166641235
96.0,0.0004199950750038,0.2,14.140747244776447,259.04561614990234,204.0,1081.961608453114,20.96055370981123,0.8837578296661377
96.0,0.0003961709752902,0.5,15.802109371981661,256.7482786178589,205.0,6884.87117314253,23.15783560675978,0.8548392653465271
96.0,0.0003961709752902,0.4,16.500930412244657,204.54082989692688,206.0,2182.514839534747,24.372643027405893,0.8417164087295532
96.0,0.0003961709752902,0.3,16.254712179134643,196.7028386592865,207.0,2016.942236470502,24.773923503698203,0.8464047908782959
96.0,0.0003961709752902,0.2,15.29608345643674,208.67674469947815,208.0,1594.9534463934776,21.684026129513718,0.8639872670173645
64.0,0.0075294956296533,0.5,17.29918032003508,173.5830307006836,209.0,3090.638097876378,22.202687895311108,0.8260316848754883
64.0,0.0075294956296533,0.4,15.91952831780948,170.91386604309082,210.0,2006.9827849996618,23.323431551292494,0.8526739478111267
64.0,0.0075294956296533,0.3,28.33350976323489,172.59467339515686,211.0,33397.60175838673,25.34098240782841,0.5333192944526672
64.0,0.0075294956296533,0.2,24.793135723726685,162.22751331329346,212.0,12651.508886107229,24.52734545265053,0.6426596641540527
64.0,0.0044111853261593,0.5,14.23930126184688,157.14042615890503,213.0,1162.7262660750098,21.75522818830551,0.8821318745613098
64.0,0.0044111853261593,0.4,12.876704181680719,154.41188430786133,214.0,894.664866254906,20.09132422513276,0.9036107659339905
64.0,0.0044111853261593,0.3,13.282138082929865,151.85985231399536,215.0,923.4384164117864,24.46083362402625,0.8974454402923584
64.0,0.0044111853261593,0.2,16.1348360393982,154.2588119506836,216.0,1727.492198813602,19.469603492748917,0.8486618995666504
64.0,0.0036328834443756,0.5,13.296778133033744,154.58475947380066,217.0,862.2152578448936,20.088229023004846,0.897219181060791
64.0,0.0036328834443756,0.4,13.360338480711853,149.85554003715515,218.0,981.725243202621,21.170524635476934,0.8962342739105225
64.0,0.0036328834443756,0.3,12.923761466936007,150.63745594024658,219.0,862.2084106468513,21.47496211112287,0.9029049873352051
64.0,0.0036328834443756,0.2,13.760893760281293,152.0686068534851,220.0,1019.3150893198789,19.836606705198882,0.8899189829826355
64.0,0.0031904191649447,0.5,14.372334554937883,151.3740952014923,221.0,1424.599877906196,23.843996456236578,0.879919171333313
64.0,0.0031904191649447,0.4,18.011666503484772,148.34063291549683,222.0,3472.8494798066313,21.295650648142413,0.8114064335823059
64.0,0.0031904191649447,0.3,14.41291038516211,152.9602267742157,223.0,989.1583423247708,21.248185734507615,0.8792401552200317
