hidden_size,learning_rate,dropout,rmse,training_time,bootstrap_series,s_score,mape,r2
64.0,0.0031904191649447,0.2,14.580470268969332,152.77334237098694,224.0,1742.955967114435,19.09659549607098,0.876416027545929
64.0,0.0028687567048687,0.5,13.408074267509365,150.6445116996765,225.0,856.8549139872273,19.65023660279918,0.8954914212226868
64.0,0.0028687567048687,0.4,14.477925172379328,148.27377152442932,226.0,1067.4601820466519,22.249966930833867,0.8781482577323914
64.0,0.0028687567048687,0.3,13.388462804518268,149.08813524246216,227.0,908.5788971891429,17.836148029629864,0.8957968950271606
64.0,0.0028687567048687,0.2,16.834851971325172,151.27159571647644,228.0,4495.550111766436,20.110131619136173,0.8352453708648682
64.0,0.0019272351084523,0.5,14.443796274640553,149.714209318161,229.0,1000.8768717278786,18.77180747373563,0.878722071647644
64.0,0.0019272351084523,0.4,13.305491156948115,150.1103711128235,230.0,887.262392691838,21.61894660882829,0.8970844745635986
64.0,0.0019272351084523,0.3,13.16207470194106,150.37488055229187,231.0,897.2382397359937,18.735670862148197,0.8992910981178284
64.0,0.0019272351084523,0.2,21.357735502616954,150.12891674041748,232.0,6425.082952632438,22.566050841147103,0.7348268628120422
64.0,0.0012574139913228,0.5,13.488484164245193,153.53737449645996,233.0,876.7438538050814,18.512138260715343,0.8942341804504395
64.0,0.0012574139913228,0.4,14.613838948236761,149.57903742790222,234.0,1107.0037953502715,24.63526972162707,0.875849723815918
64.0,0.0012574139913228,0.3,14.19773123309735,151.17338871955872,235.0,944.7650809645879,21.233606141554876,0.8828190565109253
64.0,0.0012574139913228,0.2,14.046105102985253,152.72883915901184,236.0,1016.6369245188357,21.06352227682263,0.885308563709259
64.0,0.0009439185187258,0.5,13.661437628817485,151.62722992897034,237.0,911.7508273016501,23.98411031776796,0.8915044665336609
64.0,0.0009439185187258,0.4,13.778362165703443,157.2350971698761,238.0,1048.403108728458,21.032633741695104,0.8896393179893494
64.0,0.0009439185187258,0.3,13.460261048700975,162.55858635902405,239.0,1022.1817060139866,18.51143829048475,0.8946763277053833
64.0,0.0009439185187258,0.2,13.462141252210147,155.13267421722412,240.0,989.9925499880932,20.220400681505595,0.8946468830108643
64.0,0.0008350565386705,0.5,13.58905410665373,153.66467094421387,241.0,1079.3051801025151,19.949289385359986,0.8926510810852051
64.0,0.0008350565386705,0.4,13.852912011495427,152.25244045257568,242.0,930.6574329537003,21.71276933177466,0.8884418606758118
64.0,0.0008350565386705,0.3,14.009782458661457,155.55229997634888,243.0,1170.4136623460895,22.739555692977326,0.8859009742736816
64.0,0.0008350565386705,0.2,13.265424786260859,155.36367082595825,244.0,874.8904759620984,19.48845133784627,0.8977033495903015
64.0,0.0006528345899777,0.5,13.789818182446949,151.7987344264984,245.0,1052.2183509375777,20.684091109035066,0.8894557356834412
64.0,0.0006528345899777,0.4,13.583541818234698,153.43326902389526,246.0,932.244713358656,21.713034095166723,0.8927382230758667
64.0,0.0006528345899777,0.3,13.148428243195704,152.44810891151428,247.0,908.2648720276311,19.21951026097604,0.8994998335838318
64.0,0.0006528345899777,0.2,14.295594366136678,152.40392684936523,248.0,1346.255072597109,19.933387582255072,0.8811980485916138
64.0,0.0005136917971808,0.5,15.15816477737715,153.77843976020813,249.0,1552.7834737538424,24.479360591123154,0.8664289712905884
64.0,0.0005136917971808,0.4,15.35694468604162,153.5040032863617,250.0,1658.7954827813794,22.475936748594798,0.8629027605056763
64.0,0.0005136917971808,0.3,14.421207540698632,154.65447974205017,251.0,1260.8204084372487,21.074717262949573,0.8791010975837708
64.0,0.0005136917971808,0.2,16.58612209323187,158.5691635608673,252.0,2098.2604075921545,25.441140868117884,0.840077817440033
64.0,0.0004199950750038,0.5,15.242366457077932,151.00457620620728,253.0,1431.0532381811377,25.46536707670773,0.864940881729126
64.0,0.0004199950750038,0.4,16.040283990818768,152.02466106414795,254.0,1871.6255552680311,24.302758800731358,0.850430428981781
64.0,0.0004199950750038,0.3,16.442012165403487,154.97600317001343,255.0,1972.3432153747422,24.85406378028402,0.8428447246551514
64.0,0.0004199950750038,0.2,15.00101366885692,152.94996881484985,256.0,1402.3775567757639,22.29803312949311,0.8691841959953308
64.0,0.0003961709752902,0.5,16.58813761840124,152.79174876213074,257.0,2036.3545022196968,26.354971623036523,0.8400388956069946
64.0,0.0003961709752902,0.4,15.374524330931097,154.26777362823486,258.0,1567.191983114376,23.363563104702553,0.8625887036323547
64.0,0.0003961709752902,0.3,16.61251975511961,151.67117285728455,259.0,3130.216587934814,24.153283285659395,0.8395683169364929
64.0,0.0003961709752902,0.2,15.886637501257123,152.79525065422058,260.0,1704.1905359196908,23.01149622051845,0.85328209400177
